timestamp,time_elapsed,x,y,z,roll,pitch,yaw,lateral_error_pixels,lateral_error_m,distance_traveled
2.129,1.722,0.008971827253162118,1.3562841472090126,-0.0010071942772961404,-1.1747467306224759e-06,0.0031781665284926846,-1.1669491781950954,-314,-0.2453125,0.044941483667593256
2.165,1.758,0.009337108869023452,1.3554392231022852,-0.0010072472767730656,-9.094995952094405e-07,0.0031785091688747175,-1.158674513118116,-312,-0.24375,0.045861987554068166
2.195,1.7879999999999998,0.009691014910672292,1.3546351471524603,-0.0010072937456057224,-4.7580467763150026e-07,0.0031788266815149695,-1.1547865375121913,-310,-0.2421875,0.046740501992994676
2.229,1.822,0.010083098151711378,1.3537556748931714,-0.0010073131765763153,-1.3043454212508313e-06,0.0031786207274886328,-1.1496396192825953,-309,-0.24140625,0.047703414617671684
2.261,1.854,0.010690920487280209,1.3524139383815021,-0.0010073698834456926,-9.11998954010709e-07,0.0031790142373407087,-1.14063778769319,-306,-0.2390625,0.04917640642293154
2.297,1.8900000000000001,0.011541661901131654,1.350588846550193,-0.0010074291573431947,-5.141385363435487e-07,0.003179431641318373,-1.1276999916026347,-302,-0.2359375,0.05119004023918351
2.332,1.9249999999999998,0.012576167051084228,1.3484499543302502,-0.0010078792886057536,1.8333430404547611e-06,0.003182523170097403,-1.1120437692755116,-296,-0.23125,0.05356597391540644
2.366,1.959,0.01370541397960913,1.3462074013730088,-0.0010089867272775992,8.768905825550027e-06,0.003191581170540643,-1.095472876684089,-290,-0.2265625,0.05607679895742253
2.403,1.996,0.014905527360347122,1.3439204937521665,-0.0010093449738552002,1.07561116860622e-05,0.0031947049578759847,-1.0784208379271158,-285,-0.22265625,0.05865947559085785
2.439,2.032,0.016104577809652874,1.3417246781385606,-0.0010094706015296613,1.1180217622788674e-05,0.003195680276803982,-1.0619027690491354,-279,-0.21796875,0.06116134053304317
2.473,2.066,0.017336993537742082,1.3395590030427351,-0.0010093707744617542,1.0630506415765687e-05,0.0031948510939763925,-1.0454603022897635,-273,-0.21328125,0.06365312646837552
2.5060000000000002,2.099,0.01862491833000872,1.3373806090800868,-0.00100856966253483,6.23827198318323e-06,0.003187906942995175,-1.0288189983802059,-267,-0.20859375,0.06618376878348796
2.54,2.133,0.019891218427106904,1.33531519325623,-0.001009072789230507,9.38810541056716e-06,0.003192325121002362,-1.012900491014433,-261,-0.20390625,0.06860646531036649
2.581,2.174,0.021217100873849364,1.3332288623910338,-0.0010091685311607243,1.0506960958169972e-05,0.0031935201521160637,-0.9966203771830979,-254,-0.1984375,0.07107845656068473
2.617,2.21,0.02261952244430948,1.3310993568742753,-0.0010088969478584814,8.753645145856738e-06,0.0031910220932158126,-0.9798408980638881,-248,-0.19375,0.07362827616355798
2.654,2.247,0.024015290981371472,1.329054243229576,-0.001008547417033795,6.493156987599227e-06,0.0031878271244428357,-0.9635484749630652,-241,-0.18828125,0.07610429305138151
2.689,2.282,0.025445155641285307,1.3270297306875956,-0.001007964225305219,3.7784910232961846e-06,0.0031832189323598194,-0.94723821067759,-234,-0.1828125,0.07858283374669128
2.727,2.32,0.028452638761586605,1.3229881966962722,-0.001007373469974919,1.78628390137622e-07,0.003179347086466477,-0.9140262770060106,-228,-0.178125,0.0836207662271947
2.763,2.356,0.029987115827819082,1.3210300728605302,-0.0010072112459108377,-6.817464308013812e-07,0.003178294126558986,-0.8976386408556667,-221,-0.17265625,0.08610850994850011
2.8,2.393,0.03160398544048495,1.3190360275516637,-0.0010071339756944075,-1.0996771020056923e-06,0.003177791846705178,-0.880731901588637,-214,-0.1671875,0.0886757037546189
2.8369999999999997,2.4299999999999997,0.03320770267407572,1.317124153575001,-0.0010071342995696952,-1.1158687998469173e-06,0.003177792382263806,-0.8643000719044442,-206,-0.1609375,0.09117113379129725
2.872,2.465,0.034844852888986706,1.3152362362697214,-0.001007203972963732,-7.757203701523512e-07,0.0031782421535412027,-0.8478459175717034,-199,-0.15546875,0.09367003206408805
2.908,2.501,0.03656605982874669,1.3133169993981024,-0.0010073493310206565,-4.909066689720408e-08,0.003179182036316822,-0.830869671567789,-191,-0.14921875,0.09624802032993796
2.944,2.537,0.0382694959175996,1.311480186555419,-0.001007567377113154,1.0513019287205044e-06,0.003180592895520211,-0.8143701545747233,-183,-0.14296875,0.09875313029316371
2.979,2.572,0.040004599816485145,1.3096698775250664,-0.0010078698600371333,2.5862742419089173e-06,0.003182550986754653,-0.7978493351992645,-176,-0.1375,0.1012606797593367
3.014,2.6069999999999998,0.04182450553129229,1.307833540490648,-0.0010082852690273536,4.535186545459335e-06,0.0031853060530552956,-0.7808081400859351,-168,-0.13125,0.10384605990832137
3.047,2.64,0.043622291157109576,1.3060796707827609,-0.001008792941477054,7.548003991171956e-06,0.0031898243524391173,-0.7642568453793905,-159,-0.12421875,0.10635765145724795
3.087,2.68,0.045450938128379866,1.3043527335708665,-0.0010092115575271003,9.958128597272112e-06,0.003193515077805981,-0.7482175251317564,-151,-0.11796875,0.10887285758783878
3.123,2.716,0.047368899260003684,1.302597529504601,-0.0010093445232666719,1.0489089256010671e-05,0.0031945665833158516,-0.7327641111639945,-142,-0.1109375,0.11147272608771609
3.157,2.75,0.049252977225263804,1.3009233063531256,-0.0010091694217405252,9.0770417702739e-06,0.0031927937223616976,-0.7184716368246337,-134,-0.1046875,0.11399319686519302
3.193,2.786,0.053137695439425675,1.2976256704199085,-0.0010085840670691557,5.665448009433684e-06,0.0031877505260115165,-0.6908203254365974,-126,-0.0984375,0.11908894133416652
3.228,2.821,0.05507131260588983,1.2960461279340614,-0.0010098184902400421,1.415054007558712e-05,0.0031991363316264065,-0.6785095319707726,-119,-0.09296875,0.12158570520186426
3.261,2.854,0.05704717710444915,1.2944730783444862,-0.0010094204553386214,1.136737758548411e-05,0.0031954399659356405,-0.6668459293238507,-111,-0.08671875,0.1241112794985203
3.298,2.891,0.059102573646889034,1.2928741228552987,-0.0010091553283536475,9.321770430262763e-06,0.003192891777107384,-0.6554138939900852,-104,-0.08125,0.12671537504267316
3.331,2.924,0.061120809459211445,1.291338834380462,-0.0010088072623190766,6.773489438695657e-06,0.0031895609029475433,-0.6452677806118979,-96,-0.075,0.12925119571754495
3.367,2.96,0.06315965348705108,1.2898188219304045,-0.0010083406567403808,3.992930600224824e-06,0.003185549899092486,-0.6356615262081695,-89,-0.06953125,0.13179428887710218
3.404,2.997,0.06528499097058146,1.2882651164222672,-0.0010079762933772607,1.6407397401673942e-06,0.0031831597566947304,-0.6267169221487128,-84,-0.065625,0.13442697955868932
3.439,3.032,0.06736748268669049,1.2867700501557393,-0.001007751344293411,-7.428102104749659e-08,0.0031816680614939956,-0.6185624104560936,-78,-0.0609375,0.13699056979290622
3.473,3.066,0.06946626838860911,1.2852888129677926,-0.001007612215121561,-1.395331411009661e-06,0.0031807293587396003,-0.6105719778123863,-73,-0.05703125,0.13955941486988815
3.509,3.102,0.0716488195121367,1.2837737737996626,-0.0010075427279722035,-2.4727691136373456e-06,0.0031802356520896076,-0.6030847034987217,-67,-0.05234375,0.14221626885303806
3.544,3.137,0.07378348878682925,1.2823146996763495,-0.0010075386409007236,-3.2839603551670147e-06,0.00318016076111635,-0.5961490430056174,-63,-0.04921875,0.14480194288694845
3.583,3.176,0.07593601693761635,1.2808641540993564,-0.0010075898382641384,-3.960743814106887e-06,0.0031804355396969908,-0.5899443182220802,-58,-0.0453125,0.14739760463510926
3.615,3.208,0.07816715113169649,1.2793806965445687,-0.0010076800155885517,-4.950010716960067e-06,0.0031811641308275925,-0.583634275615228,-54,-0.0421875,0.15007689672610092
3.651,3.2439999999999998,0.08034851441395172,1.2779488813877662,-0.0010078341023824523,-5.7458695587699074e-06,0.0031823820774359076,-0.5781412621466939,-50,-0.0390625,0.15268619556150106
3.6870000000000003,3.2800000000000002,0.082542413393832,1.2765256093969621,-0.0010080355205454201,-6.276654877113687e-06,0.003183801539835812,-0.5728871375551191,-46,-0.0359375,0.1553013238363142
3.724,3.317,0.08481612397830145,1.2750670260994525,-0.001008297657818829,-6.7680502405210264e-06,0.003185583471329096,-0.5678669926768716,-42,-0.0328125,0.15800266147861336
3.757,3.35,0.0870353311237467,1.2736581864187613,-0.001008606624740397,-7.204608472745198e-06,0.0031876358026180483,-0.5633809109196314,-39,-0.03046875,0.1606312941270231
3.791,3.384,0.08926552534269545,1.2722553057738482,-0.0010088574329833767,-6.68722182054576e-06,0.0031890149722920815,-0.5592794132938524,-36,-0.028125,0.16326603137352497
3.826,3.419,0.0938194505891621,1.2694281211597187,-0.0010095711085235,-5.2192691724728745e-06,0.0031929303764535602,-0.5512120823193712,-33,-0.02578125,0.16862619154737013
3.863,3.456,0.09607703890765894,1.2680432469793346,-0.001009745546344771,-2.4762629936647856e-06,0.0031938230820166315,-0.5475260804629597,-30,-0.0234375,0.17127469707149273
3.899,3.492,0.09841346006052325,1.2666196205371472,-0.0010097792531051086,-2.8196025800677954e-06,0.00319400410246236,-0.5440267156453105,-27,-0.02109375,0.17401067515079946
3.932,3.525,0.1006902516752275,1.265240954321529,-0.001010149431615908,-3.2918225702365516e-06,0.0031962600229702987,-0.5408900937155056,-25,-0.01953125,0.17667234766838577
3.967,3.56,0.10297183798942648,1.263869427776919,-0.0010106615770137384,-2.8950401585295692e-06,0.0031994431870237807,-0.5380435271721957,-22,-0.0171875,0.17933443729341916
4.014,3.607,0.10532460161487646,1.2624641021819005,-0.0010111056759630269,-2.612912638007431e-06,0.0032022068978982167,-0.5351543261677442,-19,-0.01484375,0.1820749548914751
4.053,3.646,0.1076089906090503,1.2611090731229524,-0.0010117021823186217,-2.3423331091591246e-06,0.0032059320315846766,-0.5327820120678904,-17,-0.01328125,0.18473099269754947
4.095,3.6879999999999997,0.11224190349459909,1.258379287754141,-0.0010112578792818953,-1.1048826248721893e-06,0.0032032628718343765,-0.5286083964152253,-15,-0.01171875,0.19010831839009368
4.13,3.723,0.11451389156816026,1.2570542838352226,-0.0010110089627550951,-2.606238248370171e-06,0.003201656969119059,-0.5266353477348722,-13,-0.01015625,0.19273844484932595
