timestamp,time_elapsed,x,y,z,roll,pitch,yaw,lateral_error_pixels,lateral_error_m,distance_traveled
66.786,0.028999999999996362,0.500612583981356,0.5018111108639275,-0.0010071501906226375,-1.2259285055473922e-06,0.0031779084265715217,0.011186766307520073,211,0.16484375,9.875240621297445e-06
66.794,0.03699999999999193,0.500612583981356,0.5018111108639275,-0.0010071501906226375,-1.2259285055473922e-06,0.0031779084265715217,0.011186766307520073,211,0.16484375,9.875240621297445e-06
66.804,0.046999999999997044,0.500612583981356,0.5018111108639275,-0.0010071501906226375,-1.2259285055473922e-06,0.0031779084265715217,0.011186766307520073,211,0.16484375,9.875240621297445e-06
66.833,0.0759999999999934,0.5006128939234438,0.5018120361927009,-0.001007150180429059,-1.2258743881159747e-06,0.0031779083674761286,0.011192518943106442,211,0.16484375,1.0851097904214504e-05
66.869,0.11199999999999477,0.5010028574030652,0.5018161143755553,-0.0010071627058087437,-1.8089734614510206e-06,0.0031776170920590984,0.010142799577930052,210,0.1640625,0.0004008359014720168
66.906,0.1490000000000009,0.5020372517193527,0.5018251480027585,-0.001007226733202568,-2.0801151046880554e-06,0.003178000004838363,0.0051421229978205535,209,0.16328125,0.0014352696634830555
66.942,0.18499999999998806,0.5036318129524525,0.5018279927315182,-0.0010072917267715045,-2.3160269820439074e-06,0.003178398653724658,-0.003565319282710767,207,0.16171875,0.003029833434107073
66.977,0.21999999999999886,0.5057809021266271,0.5018092679269962,-0.0010073520204961356,-2.563273154005308e-06,0.0031787758742075982,-0.01589009277248935,205,0.16015625,0.0051790041804319585
67.015,0.25799999999999557,0.5085048791904633,0.5017473108721086,-0.0010072300365580843,-1.6055478051895084e-06,0.0031782343661321435,-0.03189232116828874,202,0.1578125,0.007903685762003657
67.053,0.29599999999999227,0.5141100657500185,0.5014803914847825,-0.0010085909126819718,-1.028104287530186e-05,0.003188568381157617,-0.06494000175784227,199,0.15546875,0.01351541854551336
67.088,0.33099999999998886,0.5169909212884105,0.5012705880948508,-0.0010088605364475568,-1.1735712490884287e-05,0.0031907215657507415,-0.08194607735594686,196,0.153125,0.016403903632113387
67.125,0.367999999999995,0.5197779950122776,0.5010200362047827,-0.0010088824654215824,-1.1537052857051431e-05,0.0031908012146521993,-0.09841404206532231,193,0.15078125,0.019202216729657537
67.158,0.40099999999999625,0.5225492491972148,0.5007281439730336,-0.0010089155301304872,-1.1114411489853085e-05,0.0031908881959516644,-0.11480281167183831,190,0.1484375,0.021988800809222935
67.193,0.43599999999999284,0.5253570343580128,0.5003850520431014,-0.001008773067309187,-1.0388200278225347e-05,0.003189820717910582,-0.1314159733235623,186,0.1453125,0.0248174700337139
67.23,0.472999999999999,0.5280193277914391,0.5000130142711624,-0.0010094878866524527,-1.4249346128249016e-05,0.0031954678855904027,-0.1471776041940465,184,0.14375,0.027505632683073863
67.265,0.5079999999999956,0.5306995192426724,0.4995966991978443,-0.0010096125746933762,-1.6732373580970194e-05,0.0031964402109019205,-0.16309603536057932,181,0.14140625,0.030217964605154215
67.298,0.5409999999999968,0.5334990471873289,0.4991138335961168,-0.001009649649410322,-1.7059163950304268e-05,0.003197355112062572,-0.1797966363967983,178,0.1390625,0.033058829949066865
67.333,0.5759999999999934,0.5362170747003995,0.49859922146287045,-0.0010089236089302206,-1.2368436570571685e-05,0.003191310733708924,-0.19605415285859026,175,0.13671875,0.035825145044910627
67.371,0.6139999999999901,0.5389287103238152,0.49804014254261614,-0.0010083465076402148,-8.648547818531744e-06,0.003186507868368745,-0.21232197615779344,171,0.13359375,0.03859381566332116
67.407,0.6499999999999915,0.5417158358085217,0.4974174781532633,-0.0010079015978386383,-5.796247739822413e-06,0.003182810541360852,-0.22909969353777634,168,0.13125,0.041449648188044655
67.44,0.6829999999999927,0.5444145092707925,0.4967677257595322,-0.0010076113192771206,-3.3437940760887574e-06,0.0031806044463862453,-0.24540410810707283,165,0.12890625,0.04422543935978724
67.481,0.7239999999999895,0.5471063965764693,0.4960728999539523,-0.001007404549107263,-2.027096919380053e-06,0.00317940708412335,-0.26173083646890655,161,0.12578125,0.047005554495274215
67.512,0.7549999999999955,0.5498715400741447,0.4953100492466545,-0.001007273039109833,-1.2135198711587686e-06,0.003178643914805192,-0.2785763576603083,158,0.1234375,0.04987399654007161
67.55,0.7929999999999922,0.5552072941549271,0.4936953732299083,-0.0010072373864626026,-7.876579695515345e-07,0.0031784488146918586,-0.3106811462110191,154,0.1203125,0.055448892737159784
67.586,0.8289999999999935,0.5579381036060588,0.49279682214474785,-0.0010073254545444991,-1.1502522448243013e-06,0.003178969502578279,-0.3268871108396159,151,0.11796875,0.05832373435210715
67.622,0.8649999999999949,0.5605740987645225,0.491883136116043,-0.001007491269146614,-1.8686529207441387e-06,0.003179949343278359,-0.34209846384844617,147,0.11484375,0.06111358965919647
67.657,0.8999999999999915,0.5631980531231234,0.4909287697918981,-0.0010077339611419683,-3.012883340325224e-06,0.0031813773076879554,-0.3571821731090334,144,0.1125,0.06390571278625998
67.691,0.9339999999999975,0.5658849240262098,0.48990514794040074,-0.001008041600448404,-5.521875421606181e-06,0.003183587996841336,-0.37218207547851173,141,0.11015625,0.06678096528729621
67.724,0.9669999999999987,0.5684789922380911,0.4888728629000034,-0.0010084713587696498,-7.897261798636644e-06,0.0031870336471464845,-0.38660576105045025,138,0.1078125,0.0695728826020677
67.763,1.0060000000000002,0.5710566498525845,0.4878040285777955,-0.0010088929033319795,-1.0119692570100437e-05,0.003190381802102172,-0.40073881060823974,135,0.10546875,0.07236335309750139
67.795,1.0379999999999967,0.5736920107746364,0.4866670958253437,-0.0010091327795134046,-1.1107448175119782e-05,0.003192190735264092,-0.4149733423714518,132,0.103125,0.07523350000542711
67.855,1.097999999999999,0.5787410642645083,0.48436616600091603,-0.0010099193333097563,-1.5371802565606867e-05,0.003198500265103057,-0.4415948345407311,126,0.0984375,0.080782228241893
67.89,1.1329999999999956,0.5812774026892483,0.4831506594729956,-0.001009395530743716,-1.093964335163422e-05,0.0031938302984734304,-0.4548594989581513,122,0.0953125,0.08359478379231858
67.927,1.1700000000000017,0.5836993971706893,0.48195008022920205,-0.0010101229737797465,-1.5724735068251578e-05,0.0031998114632418376,-0.46658448369663424,120,0.09375,0.08629801293331986
67.966,1.208999999999989,0.5861073378181674,0.48071828282319223,-0.0010104630459966644,-1.6967520715145846e-05,0.0032021974191836127,-0.4782047575345444,118,0.0921875,0.08900273158989573
67.996,1.23899999999999,0.5886009126258801,0.4794080198930919,-0.0010103354228245508,-1.5994716771192993e-05,0.0032012375194904992,-0.4904727161259064,116,0.090625,0.09181959230133581
68.035,1.2779999999999916,0.5910072017306224,0.47810637363916186,-0.0010097607226895663,-1.1747989909211896e-05,0.0031962774360630667,-0.5022048164589799,114,0.0890625,0.09455537559428345
68.066,1.3089999999999975,0.593397692876361,0.4767786801897485,-0.0010090605492291925,-8.12492753524199e-06,0.0031907355423184663,-0.513751118134937,112,0.0875,0.09728982577914146
68.1,1.3429999999999893,0.5958433782088399,0.47538138791117074,-0.0010086821997920374,-5.007756978788668e-06,0.0031873711338291514,-0.5254604742963042,110,0.0859375,0.10010652641237806
68.14,1.3829999999999956,0.5982035660253104,0.47399707814003006,-0.0010084774233977654,-1.6344938044813408e-06,0.003186052007755872,-0.5366355842239686,108,0.084375,0.10284272817238982
68.172,1.414999999999992,0.6005499535605878,0.4725855998709011,-0.0010083320817322779,3.204712583203567e-07,0.0031852724545059757,-0.5476195317276126,106,0.0828125,0.10558094024780114
68.207,1.4499999999999886,0.6029530534992806,0.4711035817449487,-0.0010082446025325327,1.9729263240346576e-06,0.0031848319782948812,-0.5587441393377052,104,0.08125,0.10840428348605553
68.241,1.4839999999999947,0.6052715790202279,0.4696386827772541,-0.001008217346984478,3.2638411533769615e-06,0.0031847414369726894,-0.5693584221481928,102,0.0796875,0.11114681690915841
68.282,1.5249999999999915,0.607576414928413,0.46814823524757804,-0.0010082450745420649,4.261397818354631e-06,0.0031849734435165943,-0.5797914788015271,100,0.078125,0.11389157598827208
68.318,1.5609999999999928,0.6122144082343483,0.46504537486906355,-0.0010084198373759533,5.225675789507989e-06,0.003186469341825672,-0.6006205262819916,98,0.0765625,0.11947186089946105
68.351,1.593999999999994,0.6144779291031447,0.4634796432753353,-0.0010085957643301974,5.519748450078186e-06,0.0031876894394721206,-0.6107159630795777,96,0.075,0.12222414034513436
68.392,1.634999999999991,0.6167949969337089,0.4618416693509583,-0.001008845967081045,5.553838851846055e-06,0.003189249381193235,-0.6209344450521647,94,0.0734375,0.12506170301552147
68.426,1.668999999999997,0.6190292821553063,0.4602283581930416,-0.001009163773778913,5.319077415808804e-06,0.0031911038145385692,-0.6306754287599633,91,0.07109375,0.12781757009208866
68.471,1.7139999999999986,0.6212489747827723,0.4585925428494207,-0.0010095609446687873,4.7906934823996255e-06,0.0031933140806965476,-0.6402385530755575,89,0.06953125,0.1305749106947079
68.501,1.7439999999999998,0.6235159822479952,0.4568891571887878,-0.0010096791352008742,1.3513877659237674e-06,0.003193643684039559,-0.6496880117345215,87,0.06796875,0.1334105491688837
68.531,1.774000000000001,0.6257016057936122,0.45521398342490205,-0.0010101957100033046,3.712283627916531e-08,0.0031967520385139596,-0.6588183134994813,86,0.0671875,0.13616430250249342
68.667,1.9099999999999966,0.6343349449487703,0.4482778241079791,-0.001011782554006451,-2.0628848046938145e-06,0.003206422221316476,-0.6949505340340305,79,0.06171875,0.14723940243623537
68.701,1.9439999999999884,0.6364898642236801,0.44646414214743707,-0.0010119087292428698,-1.6593367228689863e-06,0.0032072397417039285,-0.7041313629292387,78,0.0609375,0.150055981804081
